Y/M/D,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
2021-06-16,Iran,Brazil,1,3,19,25,19,21,-,25,23,25,25,-,22,16,4,2,-,16,4,13,33,4,5,0,9,2,6,17,25,11,0,12,23,8,1,9,7,0,25,32
2021-06-16,Iran,Brazil,1,3,19,25,19,21,-,25,23,25,25,-,9,7,1,1,-,7,4,16,27,1,4,0,5,1,6,12,19,5,0,12,17,8,2,10,2,0,22,24
2021-06-16,Iran,Brazil,1,3,19,25,19,21,-,25,23,25,25,-,18,16,1,1,-,16,8,7,31,1,3,0,4,1,7,14,22,14,2,6,22,8,3,11,6,0,23,29
2021-06-17,Argentina,Serbia,3,0,27,25,26,-,-,25,20,24,-,-,19,15,4,0,-,15,5,12,32,4,6,5,15,0,3,24,27,4,1,15,20,12,3,18,13,1,20,34
2021-06-17,Argentina,Serbia,3,0,27,25,26,-,-,25,20,24,-,-,16,13,2,1,-,13,4,5,22,2,6,2,10,1,5,18,24,9,0,9,18,4,2,7,11,0,11,22
2021-06-17,Argentina,Serbia,3,0,27,25,26,-,-,25,20,24,-,-,21,17,2,2,-,17,4,5,26,2,6,4,12,2,6,18,26,8,1,10,19,8,1,11,12,0,14,26
2021-06-17,Serbia,Argentina,0,3,25,20,24,-,-,27,25,26,-,-,18,15,2,1,-,15,7,12,34,2,3,7,12,1,5,19,25,6,0,18,24,10,5,16,9,0,24,33
2021-06-17,Serbia,Argentina,0,3,25,20,24,-,-,27,25,26,-,-,12,11,1,0,-,11,8,6,25,1,6,4,11,0,3,18,21,3,1,15,19,6,3,11,3,0,23,26
2021-06-17,Serbia,Argentina,0,3,25,20,24,-,-,27,25,26,-,-,17,12,4,1,-,12,2,7,21,4,6,0,10,1,5,18,24,3,2,15,20,5,4,11,8,0,14,22
2021-06-17,Bulgaria,Russia,0,3,17,22,17,-,-,25,25,25,-,-,8,5,0,3,-,5,3,13,21,0,7,3,10,3,2,12,17,3,4,10,17,8,3,11,2,0,20,22
2021-06-17,Bulgaria,Russia,0,3,17,22,17,-,-,25,25,25,-,-,11,7,2,2,-,7,4,6,17,2,5,4,11,2,6,15,23,2,1,12,15,4,5,10,2,1,16,19
2021-06-17,Bulgaria,Russia,0,3,17,22,17,-,-,25,25,25,-,-,13,12,1,0,-,12,5,10,27,1,8,8,17,0,2,15,17,8,1,11,20,8,2,10,2,1,26,29
2021-06-17,Russia,Bulgaria,3,0,25,25,25,-,-,17,22,17,-,-,21,16,1,4,-,16,1,4,21,1,1,6,8,4,8,13,25,5,3,7,15,11,3,15,5,0,15,20
2021-06-17,Russia,Bulgaria,3,0,25,25,25,-,-,17,22,17,-,-,17,13,3,1,-,13,3,5,21,3,3,3,9,1,9,14,24,3,2,12,17,7,2,9,7,0,14,21
2021-06-17,Russia,Bulgaria,3,0,25,25,25,-,-,17,22,17,-,-,20,16,3,1,-,16,1,10,27,3,8,2,13,1,4,19,24,5,0,10,15,12,2,16,4,0,24,28
2021-06-17,Canada,Japan,3,0,25,25,25,-,-,22,23,18,-,-,18,14,3,1,-,14,1,14,29,3,5,5,13,1,4,20,25,2,0,15,17,13,5,21,10,0,18,28
2021-06-17,Canada,Japan,3,0,25,25,25,-,-,22,23,18,-,-,19,18,0,1,-,18,2,10,30,0,9,7,16,1,3,20,24,7,1,13,21,9,2,15,9,1,17,27
2021-06-17,Canada,Japan,3,0,25,25,25,-,-,22,23,18,-,-,20,12,3,5,-,12,2,12,26,3,10,5,18,5,4,16,25,6,0,10,16,8,0,12,9,1,16,26
2021-06-17,Japan,Canada,0,3,22,23,18,-,-,25,25,25,-,-,17,17,0,0,-,17,5,11,33,0,4,7,11,0,5,17,22,5,1,15,21,14,6,22,9,0,24,33
2021-06-17,Japan,Canada,0,3,22,23,18,-,-,25,25,25,-,-,18,16,1,1,-,16,2,10,28,1,10,5,16,1,3,20,24,4,1,16,21,10,7,19,5,0,23,28
2021-06-17,Japan,Canada,0,3,22,23,18,-,-,25,25,25,-,-,10,9,1,0,-,9,5,13,27,1,10,5,16,0,2,16,18,3,5,13,21,13,0,13,4,1,24,29
2021-06-17,Australia,Brazil,0,3,17,22,12,-,-,25,25,25,-,-,13,12,1,0,-,12,4,16,32,1,5,4,10,0,2,16,18,5,1,16,22,10,6,17,3,0,26,29
2021-06-17,Australia,Brazil,0,3,17,22,12,-,-,25,25,25,-,-,19,15,2,2,-,15,4,19,38,2,4,3,9,2,3,17,22,7,1,14,22,13,7,21,4,0,32,36
2021-06-17,Australia,Brazil,0,3,17,22,12,-,-,25,25,25,-,-,8,8,0,0,-,8,5,12,25,0,5,1,6,0,4,9,13,6,1,15,22,9,2,12,2,0,25,27
2021-06-17,Brazil,Australia,3,0,25,25,25,-,-,17,22,12,-,-,20,18,1,1,-,18,3,8,29,1,4,7,12,1,2,21,24,6,0,10,16,15,5,22,8,0,20,28
2021-06-17,Brazil,Australia,3,0,25,25,25,-,-,17,22,12,-,-,19,17,1,1,-,17,2,9,28,1,9,7,17,1,3,21,25,9,2,8,19,9,2,15,10,0,18,28
2021-06-17,Brazil,Australia,3,0,25,25,25,-,-,17,22,12,-,-,18,13,4,1,-,13,2,8,23,4,3,8,15,1,2,21,24,6,0,3,9,14,1,15,7,0,15,22
2021-06-17,Iran,Slovenia,1,3,25,20,19,30,-,14,25,25,32,-,23,16,6,1,-,16,1,9,26,6,6,0,12,1,2,21,24,6,0,8,14,9,1,10,4,0,19,23
2021-06-17,Iran,Slovenia,1,3,25,20,19,30,-,14,25,25,32,-,11,7,4,0,-,7,6,8,21,4,4,0,8,0,1,20,21,3,2,13,18,4,8,12,4,1,16,21
2021-06-17,Iran,Slovenia,1,3,25,20,19,30,-,14,25,25,32,-,9,8,0,1,-,8,6,8,22,0,3,0,3,1,5,13,19,7,0,9,16,5,6,11,4,0,18,22
2021-06-17,Iran,Slovenia,1,3,25,20,19,30,-,14,25,25,32,-,24,20,2,2,-,20,1,10,31,2,7,2,11,2,5,24,31,13,1,13,27,4,12,17,7,1,23,31
2021-06-17,Slovenia,Iran,3,1,14,25,25,32,-,25,20,19,30,-,9,9,0,0,-,9,7,9,25,0,4,2,6,0,1,14,15,10,1,11,22,6,7,13,6,0,19,25
2021-06-17,Slovenia,Iran,3,1,14,25,25,32,-,25,20,19,30,-,18,14,2,2,-,14,7,9,30,2,2,1,5,2,6,16,24,9,0,11,20,8,4,12,9,0,18,27
2021-06-17,Slovenia,Iran,3,1,14,25,25,32,-,25,20,19,30,-,17,13,4,0,-,13,0,8,21,4,4,1,9,0,9,16,25,4,1,9,14,6,4,10,3,0,18,21
2021-06-17,Slovenia,Iran,3,1,14,25,25,32,-,25,20,19,30,-,25,24,0,1,-,24,3,9,36,0,7,1,8,1,4,26,31,15,2,9,26,9,10,19,10,1,25,36
2021-06-17,Netherlands,United States,2,3,25,17,25,15,13,21,25,23,25,15,17,14,0,3,-,14,1,10,25,0,5,1,6,3,3,18,24,3,0,13,16,9,2,12,3,0,20,23
2021-06-17,Netherlands,United States,2,3,25,17,25,15,13,21,25,23,25,15,8,6,1,1,-,6,4,9,19,1,5,2,8,1,6,11,18,6,3,9,18,4,2,6,4,0,15,19
2021-06-17,Netherlands,United States,2,3,25,17,25,15,13,21,25,23,25,15,17,16,0,1,-,16,4,14,34,0,3,8,11,1,4,19,24,4,3,12,19,17,3,20,8,0,24,32
2021-06-17,Netherlands,United States,2,3,25,17,25,15,13,21,25,23,25,15,11,9,2,0,-,9,2,13,24,2,6,1,9,0,0,16,16,3,3,16,22,8,5,13,4,0,23,27
2021-06-17,Netherlands,United States,2,3,25,17,25,15,13,21,25,23,25,15,8,6,0,2,-,6,2,8,16,0,1,2,3,2,3,8,13,2,3,7,12,7,3,10,2,0,14,16
2021-06-17,United States,Netherlands,3,2,21,25,23,25,15,25,17,25,15,13,18,17,1,0,-,17,2,5,24,1,5,5,11,0,6,16,22,11,3,7,21,8,5,15,7,0,16,23
2021-06-17,United States,Netherlands,3,2,21,25,23,25,15,25,17,25,15,13,18,12,3,3,-,12,4,3,19,3,3,3,9,3,6,15,24,5,1,6,12,8,1,10,4,0,14,18
2021-06-17,United States,Netherlands,3,2,21,25,23,25,15,25,17,25,15,13,17,12,2,3,-,12,3,14,29,2,7,6,15,3,5,16,24,5,1,14,20,12,3,16,3,0,28,31
2021-06-17,United States,Netherlands,3,2,21,25,23,25,15,25,17,25,15,13,24,19,2,3,-,19,4,3,26,2,6,10,18,3,2,19,24,9,0,7,16,10,1,11,11,0,14,25
2021-06-17,United States,Netherlands,3,2,21,25,23,25,15,25,17,25,15,13,10,7,0,3,-,7,1,5,13,0,3,5,8,3,3,9,15,2,2,6,10,6,2,9,3,1,10,14
2021-06-17,France,Italy,2,3,19,25,20,25,12,25,22,25,21,15,13,12,0,1,-,12,8,8,28,0,2,2,4,1,3,16,20,5,2,14,21,6,8,14,6,0,19,25
2021-06-17,France,Italy,2,3,19,25,20,25,12,25,22,25,21,15,19,16,3,0,-,16,1,10,27,3,4,1,8,0,7,17,24,5,0,14,19,7,7,14,5,0,22,27
2021-06-17,France,Italy,2,3,19,25,20,25,12,25,22,25,21,15,14,12,2,0,-,12,4,15,31,2,3,2,7,0,3,18,21,7,1,13,21,8,6,14,4,0,26,30
2021-06-17,France,Italy,2,3,19,25,20,25,12,25,22,25,21,15,20,17,1,2,-,17,3,10,30,1,3,2,6,2,4,18,24,4,2,12,18,6,3,9,5,0,24,29
2021-06-17,France,Italy,2,3,19,25,20,25,12,25,22,25,21,15,10,8,2,0,-,8,2,7,17,2,2,0,4,0,1,12,13,3,1,9,13,3,3,6,2,0,13,15
2021-06-17,Italy,France,3,2,25,22,25,21,15,19,25,20,25,12,18,11,5,2,-,11,2,6,19,5,2,3,10,2,3,19,24,10,1,6,17,5,3,8,8,1,12,21
2021-06-17,Italy,France,3,2,25,22,25,21,15,19,25,20,25,12,13,13,0,0,-,13,5,7,25,0,5,3,8,0,4,19,23,5,0,12,17,6,7,13,4,0,20,24
2021-06-17,Italy,France,3,2,25,22,25,21,15,19,25,20,25,12,21,17,3,1,-,17,4,13,34,3,3,1,7,1,3,20,24,11,0,7,18,12,1,13,4,1,29,34
2021-06-17,Italy,France,3,2,25,22,25,21,15,19,25,20,25,12,16,12,2,2,-,12,2,11,25,2,4,1,7,2,4,16,22,7,2,11,20,5,4,9,2,0,22,24
2021-06-17,Italy,France,3,2,25,22,25,21,15,19,25,20,25,12,13,11,1,1,-,11,3,3,17,1,0,3,4,1,1,12,14,8,0,4,12,3,3,6,2,0,16,18
2021-06-17,Germany,Poland,0,3,22,19,20,-,-,25,25,25,-,-,12,11,1,0,-,11,1,13,25,1,6,3,10,0,3,20,23,8,0,9,17,9,8,20,6,1,18,25
2021-06-17,Germany,Poland,0,3,22,19,20,-,-,25,25,25,-,-,12,11,0,1,-,11,6,10,27,0,5,4,9,1,3,15,19,3,1,16,20,9,4,14,6,1,20,27
2021-06-17,Germany,Poland,0,3,22,19,20,-,-,25,25,25,-,-,14,12,1,1,-,12,6,7,25,1,3,6,10,1,6,14,21,2,1,17,20,8,2,10,3,0,23,26
2021-06-17,Poland,Germany,3,0,25,25,25,-,-,22,19,20,-,-,20,20,0,0,-,20,4,9,33,0,3,6,9,0,7,17,24,3,0,17,20,14,5,21,11,0,21,32
2021-06-17,Poland,Germany,3,0,25,25,25,-,-,22,19,20,-,-,19,14,4,1,-,14,1,10,25,4,4,4,12,1,5,19,25,4,1,11,16,11,2,15,7,0,18,25
2021-06-17,Poland,Germany,3,0,25,25,25,-,-,22,19,20,-,-,16,12,3,1,-,12,3,11,26,3,6,4,13,1,4,19,24,4,1,10,15,11,3,14,10,0,15,25
2021-06-21,Australia,Serbia,1,3,16,13,25,15,-,25,25,19,25,-,10,9,0,1,-,9,8,9,26,0,6,0,6,1,2,13,16,7,2,11,20,7,2,9,7,0,19,26
2021-06-21,Australia,Serbia,1,3,16,13,25,15,-,25,25,19,25,-,8,7,1,0,-,7,4,10,21,1,5,1,7,0,4,10,14,3,3,14,20,5,5,10,3,0,16,19
2021-06-21,Australia,Serbia,1,3,16,13,25,15,-,25,25,19,25,-,19,12,2,5,-,12,6,6,24,2,1,2,5,5,2,17,24,10,0,8,18,6,5,11,5,0,19,24
2021-06-21,Australia,Serbia,1,3,16,13,25,15,-,25,25,19,25,-,9,6,3,0,-,6,6,16,28,3,3,0,6,0,3,13,16,7,1,12,20,10,5,15,4,0,25,29
2021-06-21,Serbia,Australia,3,1,25,25,19,25,-,16,13,25,15,-,20,13,5,2,-,13,1,8,22,5,4,1,10,2,5,18,25,5,1,8,14,6,2,8,3,0,18,21
2021-06-21,Serbia,Australia,3,1,25,25,19,25,-,16,13,25,15,-,19,14,2,3,-,14,2,5,21,2,2,4,8,3,4,17,24,7,0,3,10,8,0,10,5,0,15,20
2021-06-21,Serbia,Australia,3,1,25,25,19,25,-,16,13,25,15,-,14,11,3,0,-,11,4,5,20,3,5,1,9,0,2,18,20,7,5,10,22,3,4,7,7,2,12,21
2021-06-21,Serbia,Australia,3,1,25,25,19,25,-,16,13,25,15,-,16,14,1,1,-,14,4,8,26,1,3,2,6,1,4,19,24,8,0,5,13,5,1,6,6,0,19,25
2021-06-21,Bulgaria,Japan,0,3,23,18,14,-,-,25,25,25,-,-,19,13,4,2,-,13,3,11,27,4,6,5,15,2,4,18,24,6,1,14,21,9,4,13,5,0,20,25
2021-06-21,Bulgaria,Japan,0,3,23,18,14,-,-,25,25,25,-,-,16,13,3,0,-,13,4,17,34,3,4,4,11,0,1,17,18,2,0,23,25,13,10,23,5,0,29,34
2021-06-21,Bulgaria,Japan,0,3,23,18,14,-,-,25,25,25,-,-,9,8,1,0,-,8,5,8,21,1,4,2,7,0,4,11,15,3,2,15,20,3,5,8,9,0,11,20
2021-06-21,Japan,Bulgaria,3,0,25,25,25,-,-,23,18,14,-,-,20,17,2,1,-,17,5,9,31,2,8,7,17,1,3,20,24,5,2,13,20,12,3,15,5,0,25,30
2021-06-21,Japan,Bulgaria,3,0,25,25,25,-,-,23,18,14,-,-,22,20,2,0,-,20,5,9,34,2,7,5,14,0,0,25,25,7,0,10,17,17,5,24,8,0,25,33
2021-06-21,Japan,Bulgaria,3,0,25,25,25,-,-,23,18,14,-,-,17,13,2,2,-,13,2,5,20,2,5,1,8,2,4,18,24,3,0,8,11,9,2,13,4,0,17,21
2021-06-21,France,Iran,3,0,25,25,25,-,-,21,21,19,-,-,15,12,2,1,-,12,6,6,24,2,5,2,9,1,4,19,24,7,1,8,16,8,5,13,4,0,20,24
2021-06-21,France,Iran,3,0,25,25,25,-,-,21,21,19,-,-,19,15,2,2,-,15,1,7,23,2,4,2,8,2,5,18,25,8,1,10,19,5,3,9,5,0,19,24
2021-06-21,France,Iran,3,0,25,25,25,-,-,21,21,19,-,-,20,14,4,2,-,14,4,5,23,4,1,2,7,2,4,18,24,7,0,10,17,7,6,16,8,0,15,23
2021-06-21,Iran,France,0,3,21,21,19,-,-,25,25,25,-,-,15,10,4,1,-,10,6,8,24,4,5,1,10,1,6,15,22,11,1,8,20,5,0,6,1,1,22,24
2021-06-21,Iran,France,0,3,21,21,19,-,-,25,25,25,-,-,16,14,1,1,-,14,4,11,29,1,8,2,11,1,2,18,21,9,2,9,20,7,2,9,7,2,21,30
2021-06-21,Iran,France,0,3,21,21,19,-,-,25,25,25,-,-,14,11,3,0,-,11,5,8,24,3,6,3,12,0,3,17,20,9,2,9,20,3,2,5,7,0,15,22
2021-06-21,Canada,Netherlands,3,0,25,25,25,-,-,16,16,19,-,-,18,15,3,0,-,15,1,4,20,3,1,3,7,0,1,24,25,7,0,5,12,8,7,16,7,2,12,21
2021-06-21,Canada,Netherlands,3,0,25,25,25,-,-,16,16,19,-,-,20,12,4,4,-,12,5,6,23,4,3,7,14,4,5,15,24,4,0,10,14,10,2,12,8,0,15,23
2021-06-21,Canada,Netherlands,3,0,25,25,25,-,-,16,16,19,-,-,20,15,4,1,-,15,3,7,25,4,5,9,18,1,3,21,25,3,0,13,16,10,3,16,6,1,18,25
2021-06-21,Netherlands,Canada,0,3,16,16,19,-,-,25,25,25,-,-,11,11,0,0,-,11,7,11,29,0,2,2,4,0,3,12,15,9,0,15,24,6,3,10,10,0,16,26
2021-06-21,Netherlands,Canada,0,3,16,16,19,-,-,25,25,25,-,-,8,6,2,0,-,6,4,13,23,2,5,1,8,0,3,14,17,4,4,11,19,8,6,15,4,1,19,24
2021-06-21,Netherlands,Canada,0,3,16,16,19,-,-,25,25,25,-,-,13,12,1,0,-,12,6,15,33,1,5,1,7,0,3,16,19,6,1,15,22,12,3,16,9,0,24,33
2021-06-21,Brazil,Italy,3,1,25,32,22,25,-,19,30,25,20,-,17,16,1,0,-,16,3,18,37,1,4,13,18,0,6,18,24,1,1,16,18,18,1,22,10,0,26,36
2021-06-21,Brazil,Italy,3,1,25,32,22,25,-,19,30,25,20,-,27,21,3,3,-,21,2,16,39,3,11,4,18,3,2,27,32,7,0,20,27,12,4,19,14,0,24,38
2021-06-21,Brazil,Italy,3,1,25,32,22,25,-,19,30,25,20,-,14,13,0,1,-,13,4,5,22,0,9,4,13,1,3,18,22,6,1,12,19,4,5,10,7,0,15,22
2021-06-21,Brazil,Italy,3,1,25,32,22,25,-,19,30,25,20,-,19,17,1,1,-,17,3,7,27,1,5,11,17,1,5,19,25,6,1,9,16,13,1,16,7,1,20,28
2021-06-21,Italy,Brazil,1,3,19,30,25,20,-,25,32,22,25,-,12,8,3,1,-,8,5,19,32,3,7,12,22,1,2,17,20,2,0,16,18,13,6,22,7,0,24,31
2021-06-21,Italy,Brazil,1,3,19,30,25,20,-,25,32,22,25,-,28,26,2,0,-,26,5,8,39,2,6,11,19,0,3,27,30,4,3,23,30,12,5,19,11,0,25,36
2021-06-21,Italy,Brazil,1,3,19,30,25,20,-,25,32,22,25,-,21,17,3,1,-,17,2,6,25,3,7,3,13,1,6,18,25,6,1,12,19,9,5,14,4,0,20,24
2021-06-21,Italy,Brazil,1,3,19,30,25,20,-,25,32,22,25,-,12,10,1,1,-,10,1,17,28,1,11,1,13,1,4,15,20,4,1,15,20,10,1,14,6,2,22,30
2021-06-21,Slovenia,United States,3,2,28,25,21,28,15,30,19,25,26,13,21,17,4,0,-,17,3,17,37,4,10,3,17,0,4,25,29,2,1,23,26,12,4,20,4,1,34,39
2021-06-21,Slovenia,United States,3,2,28,25,21,28,15,30,19,25,26,13,21,20,1,0,-,20,4,6,30,1,4,5,10,0,6,18,24,5,0,12,17,12,1,14,5,0,24,29
2021-06-21,Slovenia,United States,3,2,28,25,21,28,15,30,19,25,26,13,14,11,2,1,-,11,4,11,26,2,3,1,6,1,7,14,22,5,2,12,19,9,5,18,4,0,23,27
2021-06-21,Slovenia,United States,3,2,28,25,21,28,15,30,19,25,26,13,17,12,2,3,-,12,5,6,23,2,5,0,7,3,6,18,27,7,2,10,19,5,2,9,7,0,16,23
2021-06-21,Slovenia,United States,3,2,28,25,21,28,15,30,19,25,26,13,11,9,2,0,-,9,1,3,13,2,3,5,10,0,2,13,15,1,1,8,10,3,2,5,1,0,12,13
2021-06-21,United States,Slovenia,2,3,30,19,25,26,13,28,25,21,28,15,22,19,2,1,-,19,8,16,43,2,8,6,16,1,3,25,29,9,0,16,25,19,6,28,13,0,28,41
2021-06-21,United States,Slovenia,2,3,30,19,25,26,13,28,25,21,28,15,12,9,3,0,-,9,1,13,23,3,12,3,18,0,3,17,20,3,0,15,18,10,2,12,6,0,17,23
2021-06-21,United States,Slovenia,2,3,30,19,25,26,13,28,25,21,28,15,14,11,1,2,-,11,3,10,24,1,6,2,9,2,5,17,24,6,1,8,15,11,1,15,12,0,12,24
2021-06-21,United States,Slovenia,2,3,30,19,25,26,13,28,25,21,28,15,19,13,4,2,-,13,5,5,23,4,5,4,13,2,8,17,27,7,3,11,21,5,0,5,5,0,18,23
2021-06-21,United States,Slovenia,2,3,30,19,25,26,13,28,25,21,28,15,10,9,0,1,-,9,3,6,18,0,8,1,9,1,3,9,13,4,0,9,13,5,1,7,7,0,11,18
2021-06-21,Argentina,Poland,0,3,21,22,18,-,-,25,25,25,-,-,13,12,1,0,-,12,1,11,24,1,6,6,13,0,5,17,22,3,3,14,20,9,6,15,9,0,15,24
2021-06-21,Argentina,Poland,0,3,21,22,18,-,-,25,25,25,-,-,16,15,0,1,-,15,3,8,26,0,3,3,6,1,7,14,22,5,1,14,20,7,4,14,8,0,18,26
2021-06-21,Argentina,Poland,0,3,21,22,18,-,-,25,25,25,-,-,10,10,0,0,-,10,2,11,23,0,8,8,16,0,5,14,19,5,3,10,18,6,5,15,9,0,14,23
2021-06-21,Poland,Argentina,3,0,25,25,25,-,-,21,22,18,-,-,19,15,1,3,-,15,4,9,28,1,10,5,16,3,4,17,24,3,0,14,17,9,2,16,9,0,19,28
2021-06-21,Poland,Argentina,3,0,25,25,25,-,-,21,22,18,-,-,16,14,1,1,-,14,1,7,22,1,6,5,12,1,5,19,25,3,1,11,15,7,3,10,8,0,12,20
2021-06-21,Poland,Argentina,3,0,25,25,25,-,-,21,22,18,-,-,19,15,1,3,-,15,1,14,30,1,4,7,12,3,6,15,24,5,0,9,14,15,3,20,9,0,21,30
2021-06-21,Germany,Russia,1,3,18,18,25,15,-,25,25,23,25,-,15,13,2,0,-,13,3,13,29,2,2,4,8,0,7,12,19,4,2,16,22,11,4,18,4,0,24,28
2021-06-21,Germany,Russia,1,3,18,18,25,15,-,25,25,23,25,-,9,6,3,0,-,6,6,8,20,3,4,2,9,0,2,16,18,6,2,10,18,5,3,9,3,0,17,20
2021-06-21,Germany,Russia,1,3,18,18,25,15,-,25,25,23,25,-,17,15,2,0,-,15,3,6,24,2,5,2,9,0,6,19,25,6,1,10,17,9,1,11,8,1,15,24
2021-06-21,Germany,Russia,1,3,18,18,25,15,-,25,25,23,25,-,8,8,0,0,-,8,3,14,25,0,9,4,13,0,1,14,15,8,3,9,20,9,3,13,5,0,20,25
2021-06-21,Russia,Germany,3,1,25,25,23,25,-,18,18,25,15,-,16,13,1,2,-,13,3,12,28,1,3,7,11,2,2,20,24,1,0,11,12,13,2,16,7,0,20,27
2021-06-21,Russia,Germany,3,1,25,25,23,25,-,18,18,25,15,-,22,15,5,2,-,15,5,5,25,5,4,2,11,2,7,16,25,6,0,10,16,8,1,10,5,0,19,24
2021-06-21,Russia,Germany,3,1,25,25,23,25,-,18,18,25,15,-,14,12,1,1,-,12,3,5,20,1,7,4,12,1,6,16,23,7,0,12,19,4,5,9,8,0,11,19
2021-06-21,Russia,Germany,3,1,25,25,23,25,-,18,18,25,15,-,23,18,2,3,-,18,1,7,26,2,3,9,14,3,5,17,25,2,0,12,14,12,1,13,8,1,19,28
2021-06-22,Australia,Canada,0,3,17,8,20,-,-,25,25,25,-,-,10,10,0,0,-,10,4,19,33,0,5,5,10,0,5,13,18,7,1,12,20,14,3,27,5,1,27,33
2021-06-22,Australia,Canada,0,3,17,8,20,-,-,25,25,25,-,-,6,5,0,1,-,5,5,13,23,0,4,4,8,1,1,6,8,3,4,16,23,7,3,12,2,1,21,24
2021-06-22,Australia,Canada,0,3,17,8,20,-,-,25,25,25,-,-,9,7,1,1,-,7,5,10,22,1,7,3,11,1,7,13,21,5,0,10,15,5,1,7,4,0,16,20
2021-06-22,Canada,Australia,3,0,25,25,25,-,-,17,8,20,-,-,19,14,4,1,-,14,2,16,32,4,2,10,16,1,4,19,24,5,0,8,13,18,4,25,9,0,20,29
2021-06-22,Canada,Australia,3,0,25,25,25,-,-,17,8,20,-,-,21,14,3,4,-,14,0,7,21,3,3,6,12,4,2,19,25,3,1,3,7,14,2,16,7,0,12,19
2021-06-22,Canada,Australia,3,0,25,25,25,-,-,17,8,20,-,-,16,13,3,0,-,13,2,6,21,3,5,6,14,0,9,15,24,9,1,4,14,8,1,11,6,1,14,21
2021-06-22,Netherlands,Serbia,2,3,21,25,18,25,15,25,21,25,21,17,16,13,1,2,-,13,3,6,22,1,3,3,7,2,3,17,22,7,4,10,21,6,7,15,3,0,19,22
2021-06-22,Netherlands,Serbia,2,3,21,25,18,25,15,25,21,25,21,17,19,13,5,1,-,13,3,6,22,5,4,3,12,1,3,20,24,8,4,6,18,8,3,12,5,1,16,22
2021-06-22,Netherlands,Serbia,2,3,21,25,18,25,15,25,21,25,21,17,11,9,2,0,-,9,5,8,22,2,5,5,12,0,4,15,19,6,2,11,19,6,3,11,6,0,17,23
2021-06-22,Netherlands,Serbia,2,3,21,25,18,25,15,25,21,25,21,17,20,15,2,3,-,15,1,8,24,2,7,3,12,3,6,15,24,4,1,13,18,8,1,11,5,0,18,23
2021-06-22,Netherlands,Serbia,2,3,21,25,18,25,15,25,21,25,21,17,11,10,1,0,-,10,2,4,16,1,6,2,9,0,2,14,16,3,1,10,14,4,5,9,5,0,11,16
2021-06-22,Serbia,Netherlands,3,2,25,21,25,21,17,21,25,18,25,15,21,15,2,4,-,15,2,7,24,2,2,4,8,4,3,17,24,1,2,16,19,7,6,15,7,1,17,25
2021-06-22,Serbia,Netherlands,3,2,25,21,25,21,17,21,25,18,25,15,14,10,0,4,-,10,6,5,21,0,4,4,8,4,4,14,22,9,1,11,21,3,3,7,5,1,17,23
2021-06-22,Serbia,Netherlands,3,2,25,21,25,21,17,21,25,18,25,15,18,14,2,2,-,14,3,9,26,2,7,4,13,2,5,17,24,6,0,9,15,9,2,12,3,0,21,24
2021-06-22,Serbia,Netherlands,3,2,25,21,25,21,17,21,25,18,25,15,14,13,0,1,-,13,2,6,21,0,7,6,13,1,4,17,22,5,3,10,18,5,2,8,8,0,12,20
2021-06-22,Serbia,Netherlands,3,2,25,21,25,21,17,21,25,18,25,15,14,12,1,1,-,12,3,3,18,1,6,1,8,1,2,13,16,6,0,8,14,4,3,7,5,0,13,18
2021-06-22,Bulgaria,United States,0,3,19,24,9,-,-,25,26,25,-,-,13,12,1,0,-,12,7,15,34,1,6,8,15,0,2,17,19,5,2,17,24,11,2,16,3,1,29,33
2021-06-22,Bulgaria,United States,0,3,19,24,9,-,-,25,26,25,-,-,14,13,1,0,-,13,5,4,22,1,7,6,14,0,4,21,25,5,1,13,19,4,2,6,7,0,15,22
2021-06-22,Bulgaria,United States,0,3,19,24,9,-,-,25,26,25,-,-,5,5,0,0,-,5,7,12,24,0,4,4,8,0,3,6,9,4,2,14,20,7,5,13,2,1,22,25
2021-06-22,United States,Bulgaria,3,0,25,26,25,-,-,19,24,9,-,-,17,13,2,2,-,13,5,15,33,2,7,8,17,2,1,22,25,6,0,11,17,16,4,22,9,0,25,34
2021-06-22,United States,Bulgaria,3,0,25,26,25,-,-,19,24,9,-,-,20,16,3,1,-,16,4,7,27,3,3,1,7,1,6,18,25,7,0,14,21,8,7,15,9,0,18,27
2021-06-22,United States,Bulgaria,3,0,25,26,25,-,-,19,24,9,-,-,16,12,2,2,-,12,0,5,17,2,4,11,17,2,4,18,24,3,0,3,6,11,0,12,4,0,13,17
2021-06-22,Iran,Poland,0,3,20,20,16,-,-,25,25,25,-,-,16,12,3,1,-,12,7,13,32,3,5,5,13,1,4,16,21,6,2,15,23,14,1,15,6,1,28,35
