Y/M/D,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
2021-06-09,France,Russia,3,1,22,25,30,25,-,25,18,28,19,-,21,16,3,2,-,16,1,8,25,3,4,8,15,2,5,17,24,2,0,14,16,10,4,14,5,0,21,26
2021-06-09,France,Russia,3,1,22,25,30,25,-,25,18,28,19,-,22,17,3,2,-,17,7,7,31,3,7,7,17,2,4,24,30,7,2,13,22,12,1,16,11,0,19,30
2021-06-09,France,Russia,3,1,22,25,30,25,-,25,18,28,19,-,15,10,3,2,-,10,3,7,20,3,3,5,11,2,3,19,24,2,0,9,11,10,4,15,4,0,14,18
2021-06-09,Russia,France,1,3,25,18,28,19,-,22,25,30,25,-,17,15,1,1,-,15,3,12,30,1,6,9,16,1,5,18,24,5,1,11,17,14,1,17,9,0,19,28
2021-06-09,Russia,France,1,3,25,18,28,19,-,22,25,30,25,-,11,11,0,0,-,11,4,9,24,0,10,4,14,0,3,16,19,5,2,12,19,6,2,8,8,0,15,23
2021-06-09,Russia,France,1,3,25,18,28,19,-,22,25,30,25,-,20,15,3,2,-,15,4,10,29,3,12,4,19,2,6,20,28,4,2,20,26,6,1,8,6,0,21,27
2021-06-09,Russia,France,1,3,25,18,28,19,-,22,25,30,25,-,14,13,1,0,-,13,4,10,27,1,4,5,10,0,9,11,20,6,2,13,21,6,3,10,10,0,16,26
2021-06-09,Canada,Slovenia,0,3,22,19,22,-,-,25,25,25,-,-,16,15,1,0,-,15,3,12,30,1,4,3,8,0,8,14,22,11,1,10,22,5,5,12,3,0,29,32
2021-06-09,Canada,Slovenia,0,3,22,19,22,-,-,25,25,25,-,-,15,12,1,2,-,12,1,4,17,1,5,2,8,2,3,15,20,2,4,14,20,3,4,7,5,1,12,18
2021-06-09,Canada,Slovenia,0,3,22,19,22,-,-,25,25,25,-,-,10,7,3,0,-,7,3,10,20,3,5,4,12,0,3,19,22,1,0,16,17,7,5,14,1,2,20,23
2021-06-09,Slovenia,Canada,3,0,25,25,25,-,-,22,19,22,-,-,13,12,0,1,-,12,3,6,21,0,4,4,8,1,3,21,25,8,0,6,14,9,4,15,6,0,15,21
2021-06-09,Slovenia,Canada,3,0,25,25,25,-,-,22,19,22,-,-,20,15,1,4,-,15,1,3,19,1,3,2,6,4,4,16,24,6,2,9,17,5,3,8,6,0,13,19
2021-06-09,Slovenia,Canada,3,0,25,25,25,-,-,22,19,22,-,-,19,17,2,0,-,17,6,9,32,2,2,4,8,0,8,17,25,5,0,14,19,12,4,16,2,0,31,33
2021-06-09,Argentina,Italy,0,3,28,21,20,-,-,30,25,25,-,-,20,13,7,0,-,13,9,19,41,7,4,4,15,0,6,22,28,8,3,14,25,9,5,15,13,0,27,40
2021-06-09,Argentina,Italy,0,3,28,21,20,-,-,30,25,25,-,-,15,13,1,1,-,13,8,19,40,1,3,3,7,1,3,18,22,6,1,13,20,8,6,14,6,0,32,38
2021-06-09,Argentina,Italy,0,3,28,21,20,-,-,30,25,25,-,-,13,12,1,0,-,12,5,7,24,1,1,3,5,0,5,15,20,4,2,13,19,4,4,8,4,0,19,23
2021-06-09,Italy,Argentina,3,0,30,25,25,-,-,28,21,20,-,-,22,12,7,3,-,12,8,14,34,7,6,5,18,3,5,22,30,5,0,17,22,7,6,15,1,0,32,33
2021-06-09,Italy,Argentina,3,0,30,25,25,-,-,28,21,20,-,-,20,13,6,1,-,13,2,19,34,6,3,3,12,1,4,19,24,10,1,8,19,11,7,20,8,0,26,34
2021-06-09,Italy,Argentina,3,0,30,25,25,-,-,28,21,20,-,-,18,13,3,2,-,13,1,9,23,3,4,0,7,2,6,17,25,8,0,7,15,6,3,10,5,0,17,22
2021-06-09,Iran,United States,3,0,25,25,25,-,-,19,23,23,-,-,21,16,3,2,-,16,2,18,36,3,3,7,13,2,5,17,24,5,0,14,19,16,0,18,1,2,33,36
2021-06-09,Iran,United States,3,0,25,25,25,-,-,19,23,23,-,-,20,17,2,1,-,17,6,8,31,2,1,6,9,1,3,21,25,7,0,13,20,12,5,21,6,0,25,31
2021-06-09,Iran,United States,3,0,25,25,25,-,-,19,23,23,-,-,15,11,2,2,-,11,5,8,24,2,6,3,11,2,2,20,24,8,1,9,18,8,3,14,5,1,19,25
2021-06-09,United States,Iran,0,3,19,23,23,-,-,25,25,25,-,-,11,10,1,0,-,10,6,13,29,1,8,8,17,0,1,19,20,7,2,10,19,17,3,22,7,0,25,32
2021-06-09,United States,Iran,0,3,19,23,23,-,-,25,25,25,-,-,16,14,2,0,-,14,3,15,32,2,5,2,9,0,3,20,23,9,1,12,22,10,4,18,7,1,25,33
2021-06-09,United States,Iran,0,3,19,23,23,-,-,25,25,25,-,-,17,13,3,1,-,13,6,8,27,3,4,4,11,1,6,17,24,6,2,14,22,7,1,8,6,0,22,28
2021-06-09,Bulgaria,Poland,0,3,19,15,12,-,-,25,25,25,-,-,13,11,2,0,-,11,5,10,26,2,2,1,5,0,6,13,19,8,3,9,20,3,1,4,4,0,22,26
2021-06-09,Bulgaria,Poland,0,3,19,15,12,-,-,25,25,25,-,-,11,11,0,0,-,11,5,8,24,0,0,0,0,0,5,11,16,8,2,10,20,3,6,9,3,0,22,25
2021-06-09,Bulgaria,Poland,0,3,19,15,12,-,-,25,25,25,-,-,6,5,0,1,-,5,4,6,15,0,6,0,6,1,2,9,12,7,3,9,19,2,5,8,4,0,11,15
2021-06-09,Poland,Bulgaria,3,0,25,25,25,-,-,19,15,12,-,-,16,11,2,3,-,11,3,8,22,2,4,2,8,3,5,17,25,5,0,8,13,5,3,8,6,0,16,22
2021-06-09,Poland,Bulgaria,3,0,25,25,25,-,-,19,15,12,-,-,18,13,3,2,-,13,0,6,19,3,5,1,9,2,4,18,24,7,0,4,11,6,4,10,8,0,11,19
2021-06-09,Poland,Bulgaria,3,0,25,25,25,-,-,19,15,12,-,-,21,15,3,3,-,15,0,10,25,3,3,2,8,3,6,16,25,2,1,7,10,10,1,11,4,0,22,26
2021-06-09,Brazil,Netherlands,3,0,25,25,27,-,-,19,22,25,-,-,13,10,2,1,-,10,4,7,21,2,6,7,15,1,0,24,25,3,0,9,12,8,1,11,6,0,17,23
2021-06-09,Brazil,Netherlands,3,0,25,25,27,-,-,19,22,25,-,-,20,18,2,0,-,18,4,5,27,2,4,7,13,0,2,22,24,8,1,9,18,9,2,12,7,0,18,25
2021-06-09,Brazil,Netherlands,3,0,25,25,27,-,-,19,22,25,-,-,23,16,5,2,-,16,6,12,34,5,5,2,12,2,3,22,27,8,3,12,23,14,0,14,8,1,25,34
2021-06-09,Netherlands,Brazil,0,3,19,22,25,-,-,25,25,27,-,-,17,15,2,0,-,15,5,9,29,2,4,3,9,0,7,12,19,8,1,16,25,7,2,10,8,0,20,28
2021-06-09,Netherlands,Brazil,0,3,19,22,25,-,-,25,25,27,-,-,20,15,4,1,-,15,2,12,29,4,8,3,15,1,5,17,23,7,0,15,22,8,5,14,7,0,20,27
2021-06-09,Netherlands,Brazil,0,3,19,22,25,-,-,25,25,27,-,-,15,11,1,3,-,11,7,10,28,1,5,4,10,3,2,20,25,10,2,12,24,11,4,16,4,0,25,29
2021-06-10,Iran,Serbia,2,3,25,15,28,22,8,21,25,26,25,15,15,8,5,2,-,8,4,10,22,5,6,5,16,2,3,20,25,5,2,9,16,8,4,13,5,0,16,21
2021-06-10,Iran,Serbia,2,3,25,15,28,22,8,21,25,26,25,15,11,9,1,1,-,9,5,7,21,1,4,3,8,1,1,13,15,7,2,12,21,4,1,5,5,1,15,21
2021-06-10,Iran,Serbia,2,3,25,15,28,22,8,21,25,26,25,15,19,16,1,2,-,16,1,9,26,1,5,2,8,2,6,20,28,9,2,9,20,9,2,13,11,0,15,26
2021-06-10,Iran,Serbia,2,3,25,15,28,22,8,21,25,26,25,15,17,14,1,2,-,14,6,6,26,1,2,4,7,2,4,16,22,7,1,14,22,4,4,11,3,0,23,26
2021-06-10,Iran,Serbia,2,3,25,15,28,22,8,21,25,26,25,15,4,4,0,0,-,4,2,5,11,0,2,1,3,0,2,6,8,3,2,7,12,1,4,8,4,1,7,12
2021-06-10,Serbia,Iran,3,2,21,25,26,25,15,25,15,28,22,8,14,11,1,2,-,11,9,12,32,1,2,4,7,2,5,14,21,3,2,17,22,14,4,18,6,0,27,33
2021-06-10,Serbia,Iran,3,2,21,25,26,25,15,25,15,28,22,8,23,16,5,2,-,16,1,4,21,5,3,3,11,2,4,19,25,8,1,5,14,8,4,13,7,0,14,21
2021-06-10,Serbia,Iran,3,2,21,25,26,25,15,25,15,28,22,8,20,17,1,2,-,17,2,8,27,1,4,4,9,2,6,18,26,9,2,11,22,6,7,15,10,0,16,26
2021-06-10,Serbia,Iran,3,2,21,25,26,25,15,25,15,28,22,8,19,14,4,1,-,14,3,9,26,4,5,2,11,1,3,21,25,6,2,10,18,10,8,18,9,0,17,26
2021-06-10,Serbia,Iran,3,2,21,25,26,25,15,25,15,28,22,8,10,7,1,2,-,7,1,2,10,1,2,2,5,2,3,10,15,3,0,3,6,4,2,7,5,0,5,10
2021-06-10,Canada,Russia,1,3,18,18,25,23,-,25,25,23,25,-,14,11,1,2,-,11,5,11,27,1,2,0,3,2,5,12,19,6,2,12,20,6,7,14,8,1,18,27
2021-06-10,Canada,Russia,1,3,18,18,25,23,-,25,25,23,25,-,10,9,0,1,-,9,6,13,28,0,0,1,1,1,5,12,18,10,0,10,20,8,7,15,5,0,22,27
2021-06-10,Canada,Russia,1,3,18,18,25,23,-,25,25,23,25,-,17,15,1,1,-,15,3,5,23,1,2,3,6,1,4,20,25,5,3,11,19,7,5,12,2,0,21,23
2021-06-10,Canada,Russia,1,3,18,18,25,23,-,25,25,23,25,-,15,9,3,3,-,9,7,11,27,3,4,2,9,3,3,17,23,4,1,14,19,9,3,12,4,0,21,25
2021-06-10,Russia,Canada,3,1,25,25,23,25,-,18,18,25,23,-,17,12,3,2,-,12,1,7,20,3,2,1,6,2,4,18,24,4,2,8,14,4,4,8,1,0,19,20
2021-06-10,Russia,Canada,3,1,25,25,23,25,-,18,18,25,23,-,20,14,6,0,-,14,1,9,24,6,3,3,12,0,5,20,25,5,1,7,13,9,2,11,3,0,22,25
2021-06-10,Russia,Canada,3,1,25,25,23,25,-,18,18,25,23,-,17,12,2,3,-,12,2,11,25,2,5,1,8,3,4,16,23,7,1,13,21,5,5,10,6,3,18,27
2021-06-10,Russia,Canada,3,1,25,25,23,25,-,18,18,25,23,-,18,13,4,1,-,13,5,10,28,4,2,2,8,1,6,18,25,6,3,11,20,6,2,8,4,0,23,27
2021-06-10,France,Slovenia,2,3,25,25,23,19,9,17,19,25,25,15,17,14,1,2,-,14,4,6,24,1,3,3,7,2,5,17,24,10,0,3,13,10,4,17,14,0,9,23
2021-06-10,France,Slovenia,2,3,25,25,23,19,9,17,19,25,25,15,14,10,2,2,-,10,2,2,14,2,3,3,8,2,5,18,25,5,1,5,11,5,5,10,7,0,7,14
2021-06-10,France,Slovenia,2,3,25,25,23,19,9,17,19,25,25,15,11,10,0,1,-,10,5,10,25,0,4,7,11,1,6,16,23,8,1,8,17,8,7,17,8,0,17,25
2021-06-10,France,Slovenia,2,3,25,25,23,19,9,17,19,25,25,15,11,10,0,1,-,10,6,12,28,0,4,6,10,1,3,16,20,5,2,11,18,9,3,14,12,0,14,26
2021-06-10,France,Slovenia,2,3,25,25,23,19,9,17,19,25,25,15,4,4,0,0,-,4,2,6,12,0,4,4,8,0,3,6,9,4,1,5,10,3,4,9,6,0,6,12
2021-06-10,Slovenia,France,3,2,17,19,25,25,15,25,25,23,19,9,12,8,4,0,-,8,1,11,20,4,5,3,12,0,5,13,18,5,2,12,19,4,6,12,11,2,8,21
2021-06-10,Slovenia,France,3,2,17,19,25,25,15,25,25,23,19,9,13,11,1,1,-,11,4,6,21,1,7,1,9,1,8,10,19,5,2,13,20,3,3,6,12,1,8,21
2021-06-10,Slovenia,France,3,2,17,19,25,25,15,25,25,23,19,9,16,13,2,1,-,13,3,10,26,2,6,5,13,1,8,16,25,5,1,11,17,12,2,15,14,0,12,26
2021-06-10,Slovenia,France,3,2,17,19,25,25,15,25,25,23,19,9,19,14,3,2,-,14,1,9,24,3,4,6,13,2,6,16,24,2,1,14,17,12,3,19,10,1,14,25
2021-06-10,Slovenia,France,3,2,17,19,25,25,15,25,25,23,19,9,11,9,1,1,-,9,0,5,14,1,3,2,6,1,5,9,15,2,0,4,6,7,0,8,7,0,6,13
2021-06-10,Argentina,Australia,3,0,25,25,25,-,-,18,19,20,-,-,16,13,3,0,-,13,3,14,30,3,6,1,10,0,2,22,24,5,1,8,14,11,1,12,8,0,21,29
2021-06-10,Argentina,Australia,3,0,25,25,25,-,-,18,19,20,-,-,22,17,3,2,-,17,2,7,26,3,5,1,9,2,4,19,25,10,0,7,17,5,5,10,13,0,14,27
2021-06-10,Argentina,Australia,3,0,25,25,25,-,-,18,19,20,-,-,22,19,0,3,-,19,4,4,27,0,5,1,6,3,6,15,24,9,0,9,18,9,3,13,13,0,13,26
2021-06-10,Australia,Argentina,0,3,18,19,20,-,-,25,25,25,-,-,15,11,3,1,-,11,7,14,32,3,1,0,4,1,5,13,19,7,0,15,22,6,3,10,4,1,25,30
2021-06-10,Australia,Argentina,0,3,18,19,20,-,-,25,25,25,-,-,13,12,1,0,-,12,4,11,27,1,2,1,4,0,2,17,19,9,2,10,21,4,9,13,5,0,20,25
2021-06-10,Australia,Argentina,0,3,18,19,20,-,-,25,25,25,-,-,12,9,3,0,-,9,0,10,19,3,4,0,7,0,3,18,21,8,3,7,18,2,7,9,2,0,15,17
2021-06-10,Germany,United States,0,3,12,18,27,-,-,25,25,29,-,-,6,5,0,1,-,5,6,12,23,0,4,4,8,1,5,7,13,4,3,12,19,7,2,10,6,0,17,23
2021-06-10,Germany,United States,0,3,12,18,27,-,-,25,25,29,-,-,10,8,1,1,-,8,6,11,25,1,6,4,11,1,5,12,18,2,2,13,17,13,2,16,6,1,19,26
2021-06-10,Germany,United States,0,3,12,18,27,-,-,25,25,29,-,-,15,11,2,2,-,11,5,9,25,2,4,5,11,2,9,17,28,5,1,14,20,7,4,11,10,0,15,25
2021-06-10,United States,Germany,3,0,15,25,29,-,-,12,18,27,-,-,18,11,4,3,-,11,0,9,20,4,3,7,14,3,5,16,24,3,1,4,8,13,1,14,5,0,15,20
2021-06-10,United States,Germany,3,0,15,25,29,-,-,12,18,27,-,-,15,11,2,2,-,11,1,13,25,2,3,8,13,2,8,15,25,4,1,8,13,12,0,12,8,0,17,25
2021-06-10,United States,Germany,3,0,15,25,29,-,-,12,18,27,-,-,20,14,5,1,-,14,5,7,26,5,5,4,14,1,8,19,28,4,2,13,19,8,3,14,9,0,15,24
2021-06-10,Brazil,Bulgaria,3,0,25,25,25,-,-,16,22,12,-,-,19,14,2,3,-,14,1,3,18,2,5,1,8,3,5,17,25,4,0,9,13,4,3,7,8,0,9,17
2021-06-10,Brazil,Bulgaria,3,0,25,25,25,-,-,16,22,12,-,-,17,15,0,2,-,15,2,6,23,0,4,2,6,2,4,18,24,3,1,14,18,6,6,12,8,0,14,22
2021-06-10,Brazil,Bulgaria,3,0,25,25,25,-,-,16,22,12,-,-,16,9,2,5,-,9,3,4,16,2,4,3,9,5,2,18,25,5,0,3,8,8,1,10,4,0,12,16
2021-06-10,Bulgaria,Brazil,0,3,16,22,12,-,-,25,25,25,-,-,11,10,1,0,-,10,5,3,18,1,3,2,6,0,3,13,16,3,3,14,20,2,4,6,3,0,16,19
2021-06-10,Bulgaria,Brazil,0,3,16,22,12,-,-,25,25,25,-,-,17,15,1,1,-,15,3,6,24,1,3,1,5,1,5,17,23,5,2,13,20,8,4,12,8,0,16,24
2021-06-10,Bulgaria,Brazil,0,3,16,22,12,-,-,25,25,25,-,-,8,6,2,0,-,6,7,11,24,2,4,2,8,0,4,8,12,4,5,14,23,7,1,9,3,0,21,24
2021-06-10,Italy,Japan,2,3,25,22,25,15,9,21,25,22,25,15,21,17,3,1,-,17,2,12,31,3,6,7,16,1,2,22,25,5,0,15,20,12,6,25,9,1,22,32
2021-06-10,Italy,Japan,2,3,25,22,25,15,9,21,25,22,25,15,16,15,0,1,-,15,3,10,28,0,11,7,18,1,4,17,22,3,0,16,19,11,0,12,8,0,20,28
2021-06-10,Italy,Japan,2,3,25,22,25,15,9,21,25,22,25,15,18,11,7,0,-,11,3,8,22,7,5,5,17,0,3,22,25,2,2,13,17,6,3,13,6,0,15,21
2021-06-10,Italy,Japan,2,3,25,22,25,15,9,21,25,22,25,15,13,10,2,1,-,10,4,24,38,2,6,6,14,1,2,12,15,4,2,18,24,15,4,23,7,0,31,38
2021-06-10,Italy,Japan,2,3,25,22,25,15,9,21,25,22,25,15,6,6,0,0,-,6,2,8,16,0,4,3,7,0,3,6,9,2,2,10,14,5,0,9,2,0,13,15
2021-06-10,Japan,Italy,3,2,21,25,22,25,15,25,22,25,15,9,15,14,1,0,-,14,4,17,35,1,9,8,18,0,1,20,21,10,1,12,23,15,4,20,15,1,20,36
2021-06-10,Japan,Italy,3,2,21,25,22,25,15,25,22,25,15,9,19,18,1,0,-,18,0,8,26,1,5,6,12,0,6,19,25,3,1,14,18,9,5,17,8,0,17,25
2021-06-10,Japan,Italy,3,2,21,25,22,25,15,25,22,25,15,9,17,14,1,2,-,14,9,11,34,1,4,4,9,2,5,15,22,9,0,13,22,11,4,18,10,0,23,33
2021-06-10,Japan,Italy,3,2,21,25,22,25,15,25,22,25,15,9,20,16,2,2,-,16,3,16,35,2,4,14,20,2,1,22,25,6,1,6,13,19,3,27,7,0,28,35
2021-06-10,Japan,Italy,3,2,21,25,22,25,15,25,22,25,15,9,11,8,1,2,-,8,1,8,17,1,2,3,6,2,1,12,15,3,0,3,6,11,2,13,6,0,10,16
2021-06-10,Netherlands,Poland,0,3,14,17,16,-,-,25,25,25,-,-,8,7,1,0,-,7,7,15,29,1,4,2,7,0,4,11,15,3,3,14,20,13,3,17,3,0,25,28
2021-06-10,Netherlands,Poland,0,3,14,17,16,-,-,25,25,25,-,-,10,9,1,0,-,9,5,12,26,1,4,1,6,0,5,12,17,6,3,10,19,10,3,14,5,0,20,25
2021-06-10,Netherlands,Poland,0,3,14,17,16,-,-,25,25,25,-,-,9,6,1,2,-,6,3,11,20,1,3,1,5,2,7,8,17,2,2,16,20,7,4,12,1,1,20,22
2021-06-10,Poland,Netherlands,3,0,25,25,25,-,-,14,17,16,-,-,19,11,5,3,-,11,2,11,24,5,3,5,13,3,4,17,24,5,0,6,11,12,1,15,4,0,19,23
2021-06-10,Poland,Netherlands,3,0,25,25,25,-,-,14,17,16,-,-,17,12,2,3,-,12,2,4,18,2,4,7,13,3,6,16,25,3,0,9,12,6,3,9,3,0,15,18
2021-06-10,Poland,Netherlands,3,0,25,25,25,-,-,14,17,16,-,-,16,12,2,2,-,12,4,4,20,2,1,5,8,2,4,18,24,4,2,4,10,13,3,17,8,0,11,19
2021-06-11,Germany,Iran,3,2,23,25,25,19,15,25,20,19,25,13,14,12,1,1,-,12,2,15,29,1,3,5,9,1,4,18,23,6,2,11,19,14,5,20,6,0,23,29
2021-06-11,Germany,Iran,3,2,23,25,25,19,15,25,20,19,25,13,16,13,3,0,-,13,1,4,18,3,3,2,8,0,7,18,25,4,0,10,14,4,5,10,2,0,15,17
2021-06-11,Germany,Iran,3,2,23,25,25,19,15,25,20,19,25,13,17,10,4,3,-,10,2,3,15,4,6,0,10,3,4,17,24,4,1,9,14,3,3,7,5,0,9,14
2021-06-11,Germany,Iran,3,2,23,25,25,19,15,25,20,19,25,13,11,8,2,1,-,8,5,8,21,2,5,3,10,1,6,13,20,4,0,13,17,7,4,11,4,0,17,21
2021-06-11,Germany,Iran,3,2,23,25,25,19,15,25,20,19,25,13,8,4,3,1,-,4,0,4,8,3,2,1,6,1,4,9,14,4,2,2,8,3,3,6,3,0,4,7
2021-06-11,Iran,Germany,2,3,25,20,19,25,13,23,25,25,19,15,20,17,1,2,-,17,3,11,31,1,6,5,12,2,6,17,25,10,1,8,19,15,4,20,9,1,18,28
2021-06-11,Iran,Germany,2,3,25,20,19,25,13,23,25,25,19,15,13,12,1,0,-,12,5,3,20,1,5,3,9,0,6,14,20,7,0,11,18,5,2,7,7,1,12,20
2021-06-11,Iran,Germany,2,3,25,20,19,25,13,23,25,25,19,15,14,11,2,1,-,11,6,2,19,2,1,1,4,1,6,13,20,3,3,14,20,5,3,8,5,0,15,20
2021-06-11,Iran,Germany,2,3,25,20,19,25,13,23,25,25,19,15,16,13,3,0,-,13,3,7,23,3,3,4,10,0,7,17,24,6,1,7,14,11,3,14,10,0,13,23
2021-06-11,Iran,Germany,2,3,25,20,19,25,13,23,25,25,19,15,9,7,0,2,-,7,4,2,13,0,0,2,2,2,6,6,14,4,1,5,10,4,2,6,4,0,9,13
2021-06-11,Russia,Slovenia,2,3,25,23,25,20,8,19,25,22,25,15,17,10,5,2,-,10,2,7,19,5,4,4,13,2,4,18,24,4,1,8,13,6,3,11,4,0,14,18
2021-06-11,Russia,Slovenia,2,3,25,23,25,20,8,19,25,22,25,15,16,9,6,1,-,9,3,15,27,6,8,7,21,1,4,19,24,4,2,14,20,12,2,16,4,2,24,30
2021-06-11,Russia,Slovenia,2,3,25,23,25,20,8,19,25,22,25,15,17,13,2,2,-,13,5,10,28,2,5,4,11,2,4,18,24,2,1,13,16,11,1,12,5,0,20,25
2021-06-11,Russia,Slovenia,2,3,25,23,25,20,8,19,25,22,25,15,15,13,1,1,-,13,5,8,26,1,9,3,13,1,2,18,21,6,0,14,20,6,2,11,12,1,14,27
2021-06-11,Russia,Slovenia,2,3,25,23,25,20,8,19,25,22,25,15,3,2,0,1,-,2,2,6,10,0,4,2,6,1,2,6,9,2,2,7,11,3,1,4,0,0,10,10
2021-06-11,Slovenia,Russia,3,2,19,25,22,25,15,25,23,25,20,8,14,12,1,1,-,12,5,9,26,1,6,4,11,1,7,12,20,4,2,14,20,7,4,13,5,0,19,24
2021-06-11,Slovenia,Russia,3,2,19,25,22,25,15,25,23,25,20,8,19,14,3,2,-,14,8,11,33,3,7,12,22,2,4,18,24,3,1,16,20,15,1,16,6,0,28,34
2021-06-11,Slovenia,Russia,3,2,19,25,22,25,15,25,23,25,20,8,15,12,2,1,-,12,3,8,23,2,6,4,12,1,7,15,23,5,2,13,20,9,5,15,6,0,18,24
2021-06-11,Slovenia,Russia,3,2,19,25,22,25,15,25,23,25,20,8,20,17,3,0,-,17,2,8,27,3,1,7,11,0,4,20,24,4,1,14,19,10,2,12,7,0,20,27
2021-06-11,Slovenia,Russia,3,2,19,25,22,25,15,25,23,25,20,8,11,9,0,2,-,9,1,3,13,0,1,5,6,2,3,9,14,1,1,5,7,8,0,8,3,1,10,14
2021-06-11,Argentina,Japan,3,1,30,25,25,25,-,32,16,18,21,-,23,20,2,1,-,20,6,13,39,2,7,7,16,1,5,25,31,14,1,12,27,13,6,20,19,0,19,38
2021-06-11,Argentina,Japan,3,1,30,25,25,25,-,32,16,18,21,-,18,13,4,1,-,13,3,9,25,4,4,6,14,1,3,20,24,5,0,7,12,13,3,18,8,0,16,24
2021-06-11,Argentina,Japan,3,1,30,25,25,25,-,32,16,18,21,-,17,15,0,2,-,15,2,18,35,0,5,8,13,2,2,21,25,3,0,13,16,18,7,29,10,0,24,34
2021-06-11,Argentina,Japan,3,1,30,25,25,25,-,32,16,18,21,-,18,13,3,2,-,13,5,10,28,3,5,6,14,2,4,18,24,7,0,11,18,10,3,13,11,0,16,27
2021-06-11,Japan,Argentina,1,3,32,16,18,21,-,30,25,25,25,-,23,20,2,1,-,20,4,13,37,2,7,3,12,1,4,26,31,13,1,12,26,12,9,24,11,0,27,38
2021-06-11,Japan,Argentina,1,3,32,16,18,21,-,30,25,25,25,-,12,10,2,0,-,10,6,13,29,2,8,3,13,0,5,12,17,5,1,15,21,10,2,13,6,0,22,28
2021-06-11,Japan,Argentina,1,3,32,16,18,21,-,30,25,25,25,-,14,13,1,0,-,13,5,22,40,1,2,4,7,0,2,16,18,3,2,18,23,20,4,26,11,1,29,41
2021-06-11,Japan,Argentina,1,3,32,16,18,21,-,30,25,25,25,-,12,11,1,0,-,11,6,13,30,1,4,1,6,0,4,18,22,4,2,14,20,12,5,19,9,0,21,30
2021-06-11,Bulgaria,Netherlands,3,2,25,18,17,25,15,18,25,25,22,13,20,14,2,4,-,14,2,6,22,2,4,6,12,4,5,15,24,6,0,8,14,10,2,13,7,1,14,22
2021-06-11,Bulgaria,Netherlands,3,2,25,18,17,25,15,18,25,25,22,13,9,9,0,0,-,9,2,6,17,0,7,2,9,0,1,18,19,2,4,10,16,3,3,6,5,0,10,15
2021-06-11,Bulgaria,Netherlands,3,2,25,18,17,25,15,18,25,25,22,13,12,11,1,0,-,11,3,15,29,1,5,6,12,0,5,12,17,3,2,18,23,8,5,15,4,0,25,29
2021-06-11,Bulgaria,Netherlands,3,2,25,18,17,25,15,18,25,25,22,13,18,12,4,2,-,12,2,6,20,4,6,4,14,2,2,21,25,5,3,9,17,6,4,11,9,1,10,20
2021-06-11,Bulgaria,Netherlands,3,2,25,18,17,25,15,18,25,25,22,13,10,7,2,1,-,7,1,6,14,2,3,2,7,1,2,11,14,2,1,7,10,5,4,9,4,0,10,14
2021-06-11,Netherlands,Bulgaria,2,3,18,25,25,22,13,25,18,17,25,15,12,10,2,0,-,10,2,8,20,2,6,3,11,0,5,14,19,4,4,11,19,6,4,10,4,0,15,19
2021-06-11,Netherlands,Bulgaria,2,3,18,25,25,22,13,25,18,17,25,15,23,18,1,4,-,18,1,2,21,1,3,5,9,4,8,12,24,8,0,10,18,4,2,7,12,0,9,21
2021-06-11,Netherlands,Bulgaria,2,3,18,25,25,22,13,25,18,17,25,15,18,15,1,2,-,15,4,10,29,1,4,5,10,2,2,21,25,1,0,11,12,15,3,19,8,0,19,27
2021-06-11,Netherlands,Bulgaria,2,3,18,25,25,22,13,25,18,17,25,15,18,14,1,3,-,14,6,6,26,1,5,1,7,3,5,14,22,3,2,18,23,6,5,13,4,0,22,26
2021-06-11,Netherlands,Bulgaria,2,3,18,25,25,22,13,25,18,17,25,15,10,9,0,1,-,9,3,3,15,0,2,3,5,1,4,9,14,3,1,8,12,4,4,8,1,0,14,15
2021-06-11,Australia,Italy,0,3,20,22,14,-,-,25,25,25,-,-,14,13,0,1,-,13,7,10,30,0,8,4,12,1,3,16,20,6,0,15,21,8,2,12,8,0,22,30
2021-06-11,Australia,Italy,0,3,20,22,14,-,-,25,25,25,-,-,13,9,4,0,-,9,3,8,20,4,3,5,12,0,6,17,23,2,2,12,16,11,5,18,3,1,18,22
2021-06-11,Australia,Italy,0,3,20,22,14,-,-,25,25,25,-,-,11,11,0,0,-,11,5,13,29,0,2,5,7,0,1,13,14,7,1,14,22,8,6,15,5,1,27,33
2021-06-11,Italy,Australia,3,0,25,25,25,-,-,20,22,14,-,-,16,14,2,0,-,14,2,8,24,2,4,2,8,0,4,21,25,3,1,13,17,9,5,16,6,0,18,24
2021-06-11,Italy,Australia,3,0,25,25,25,-,-,20,22,14,-,-,16,13,1,2,-,13,5,8,26,1,3,5,9,2,8,14,24,3,0,14,17,8,3,11,11,0,15,26
