Season,Y/M/D,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total,Match_ID,Won,Attack_Efficiency,SERVE_Efficiency,RECEPTION_Efficiency,BLOCK_Efficiency,DIG_Efficiency,Serve_Efficiency,Reception_Efficiency
2023,2023-06-21,Iran,Italy,0,3,19,16,24,0,0,25,25,26,0,0,39,36,2,1,-,36,20,28,84,2,12,14,28,1,8,52,61,12,7,41,60,33,13,55,19,0,63,82,2023-06-21_Iran_Italy,0,0.5714285714285714,-0.1346153846153846,0.12195121951219512,-0.7142857142857143,0.36363636363636365,-0.1346153846153846,0.12195121951219512
2023,2023-06-21,Italy,Iran,3,0,25,25,26,0,0,19,16,24,0,0,60,41,12,7,-,41,7,38,86,12,16,10,38,7,14,53,74,18,1,34,53,33,9,48,20,0,62,82,2023-06-21_Iran_Italy,1,0.8947368421052632,-0.1320754716981132,0.5,-0.4,0.5,-0.1320754716981132,0.5
2023,2023-06-22,Japan,Brazil,3,2,25,25,18,22,18,23,21,25,25,16,84,73,4,7,-,73,16,45,134,4,28,13,45,7,23,78,108,35,2,57,94,37,26,72,23,0,110,133,2023-06-22_Brazil_Japan,1,1.2666666666666666,-0.20512820512820512,0.5789473684210527,-1.8461538461538463,0.1527777777777778,-0.20512820512820512,0.5789473684210527
2023,2023-06-22,Brazil,Japan,2,3,23,21,25,25,16,25,25,18,22,18,80,67,11,2,-,67,8,46,121,11,31,26,68,2,18,92,112,21,7,57,85,36,21,60,32,1,84,117,2023-06-22_Brazil_Japan,0,1.2826086956521738,-0.17391304347826086,0.24561403508771928,-0.7692307692307693,0.25,-0.17391304347826086,0.24561403508771928
2023,2023-06-22,Canada,Bulgaria,3,1,22,25,25,25,0,25,23,22,20,0,68,52,7,9,-,52,18,32,102,7,13,20,40,9,16,71,96,13,4,54,71,35,15,55,24,1,78,103,2023-06-22_Bulgaria_Canada,1,1.0625,-0.09859154929577464,0.16666666666666666,-0.3,0.36363636363636365,-0.09859154929577464,0.16666666666666666
2023,2023-06-22,Bulgaria,Canada,1,3,25,23,22,20,0,22,25,25,25,0,66,51,11,4,-,51,15,38,104,11,23,14,48,4,20,67,91,12,9,59,80,32,12,48,25,0,78,103,2023-06-22_Bulgaria_Canada,0,0.9473684210526315,-0.23880597014925373,0.05084745762711865,-0.8571428571428571,0.4166666666666667,-0.23880597014925373,0.05084745762711865
2023,2023-06-22,China,Italy,0,3,13,19,24,0,0,25,25,26,0,0,39,35,3,1,-,35,20,21,76,3,13,13,29,1,13,43,57,12,4,48,64,15,14,30,15,1,62,78,2023-06-22_China_Italy,0,0.7142857142857143,-0.27906976744186046,0.16666666666666666,-0.7692307692307693,0.03333333333333333,-0.27906976744186046,0.16666666666666666
2023,2023-06-22,Italy,China,3,0,25,25,26,0,0,13,19,24,0,0,52,36,12,4,-,36,8,24,68,12,17,10,39,4,11,60,75,10,1,33,44,16,7,25,18,0,47,65,2023-06-22_China_Italy,1,1.1666666666666667,-0.11666666666666667,0.2727272727272727,-0.5,0.36,-0.11666666666666667,0.2727272727272727
2023,2023-06-22,Slovenia,Cuba,3,1,22,25,25,25,0,25,15,16,19,0,65,50,10,5,-,50,5,29,84,10,13,14,37,5,21,71,97,12,4,41,57,21,19,45,16,0,69,85,2023-06-22_Cuba_Slovenia,1,1.5517241379310345,-0.22535211267605634,0.1951219512195122,-0.21428571428571427,0.044444444444444446,-0.22535211267605634,0.1951219512195122
2023,2023-06-22,Cuba,Slovenia,1,3,25,15,16,19,0,22,25,25,25,0,51,45,2,4,-,45,20,25,90,2,25,16,43,4,19,53,76,14,5,57,76,20,17,39,19,0,69,88,2023-06-22_Cuba_Slovenia,0,1.0,-0.2830188679245283,0.15789473684210525,-1.4375,0.07692307692307693,-0.2830188679245283,0.15789473684210525
2023,2023-06-22,Serbia,Germany,3,1,25,20,25,25,0,21,25,23,23,0,67,51,12,4,-,51,12,39,102,12,19,24,55,4,13,77,94,11,10,52,73,33,20,60,18,1,84,103,2023-06-22_Germany_Serbia,1,1.0,-0.11688311688311688,0.019230769230769232,-0.2916666666666667,0.21666666666666667,-0.11688311688311688,0.019230769230769232
2023,2023-06-22,Germany,Serbia,1,3,21,25,23,23,0,25,20,25,25,0,71,55,6,10,-,55,19,44,118,6,23,17,46,10,20,63,93,17,4,60,81,33,21,62,33,0,83,116,2023-06-22_Germany_Serbia,0,0.8181818181818182,-0.15873015873015872,0.21666666666666667,-1.0,0.1935483870967742,-0.15873015873015872,0.21666666666666667
2023,2023-06-22,Netherlands,Poland,2,3,25,18,25,22,11,22,25,18,25,15,69,55,7,7,-,55,13,26,94,7,25,10,42,7,27,68,102,17,5,58,80,20,13,34,17,3,78,98,2023-06-22_Netherlands_Poland,0,1.6153846153846154,-0.29411764705882354,0.20689655172413793,-1.8,0.20588235294117646,-0.29411764705882354,0.20689655172413793
2023,2023-06-22,Poland,Netherlands,3,2,22,25,18,25,15,25,18,25,22,11,70,57,8,5,-,57,14,19,90,8,23,13,44,5,24,75,104,16,7,52,75,23,18,43,16,1,73,90,2023-06-22_Netherlands_Poland,1,2.263157894736842,-0.25333333333333335,0.17307692307692307,-1.1538461538461537,0.11627906976744186,-0.25333333333333335,0.17307692307692307
2023,2023-06-23,Argentina,Bulgaria,3,0,25,25,25,0,0,18,21,22,0,0,56,42,7,7,-,42,10,26,78,7,17,20,44,7,8,59,74,8,2,37,47,35,15,57,24,3,51,78,2023-06-23_Argentina_Bulgaria,1,1.2307692307692308,-0.01694915254237288,0.16216216216216217,-0.5,0.3508771929824561,-0.01694915254237288,0.16216216216216217
2023,2023-06-23,Bulgaria,Argentina,0,3,18,21,22,0,0,25,25,25,0,0,42,36,4,2,-,36,10,46,92,4,12,13,29,2,15,45,62,10,7,49,66,25,17,46,17,1,71,89,2023-06-23_Argentina_Bulgaria,0,0.5652173913043478,-0.28888888888888886,0.061224489795918366,-0.6153846153846154,0.17391304347826086,-0.28888888888888886,0.061224489795918366
2023,2023-06-23,France,Cuba,3,0,25,25,25,0,0,18,20,20,0,0,41,32,5,4,-,32,8,34,74,5,12,15,32,4,14,55,73,6,4,30,40,30,12,46,13,0,61,74,2023-06-23_Cuba_France,1,0.7058823529411765,-0.18181818181818182,0.06666666666666667,-0.4666666666666667,0.391304347826087,-0.18181818181818182,0.06666666666666667
2023,2023-06-23,Cuba,France,0,3,18,20,20,0,0,25,25,25,0,0,44,32,8,4,-,32,17,33,82,8,20,19,47,4,20,36,60,11,4,44,59,23,10,37,15,1,65,81,2023-06-23_Cuba_France,0,0.45454545454545453,-0.4444444444444444,0.1590909090909091,-0.631578947368421,0.35135135135135137,-0.4444444444444444,0.1590909090909091
2023,2023-06-23,Iran,United States,0,3,22,18,23,0,0,25,25,25,0,0,46,39,5,2,-,39,14,22,75,5,9,11,25,2,13,49,64,8,13,40,61,26,9,37,20,0,54,74,2023-06-23_Iran_United States,0,1.1363636363636365,-0.22448979591836735,-0.125,-0.36363636363636365,0.4594594594594595,-0.22448979591836735,-0.125
2023,2023-06-23,United States,Iran,3,0,25,25,25,0,0,22,18,23,0,0,53,33,7,13,-,33,8,30,71,7,9,6,22,13,13,48,74,15,2,34,51,19,17,38,23,0,45,68,2023-06-23_Iran_United States,1,0.8333333333333334,0.0,0.38235294117647056,-0.3333333333333333,0.05263157894736842,0.0,0.38235294117647056
2023,2023-06-23,Serbia,Italy,0,3,11,21,20,0,0,25,25,25,0,0,47,40,6,1,-,40,21,30,91,6,11,13,30,1,11,42,54,8,5,59,72,21,13,37,14,1,77,92,2023-06-23_Italy_Serbia,0,0.6333333333333333,-0.23809523809523808,0.05084745762711865,-0.38461538461538464,0.21621621621621623,-0.23809523809523808,0.05084745762711865
2023,2023-06-23,Italy,Serbia,3,0,25,25,25,0,0,11,21,20,0,0,55,37,13,5,-,37,10,21,68,13,21,16,50,5,1,67,73,9,1,33,43,24,9,35,22,0,44,66,2023-06-23_Italy_Serbia,1,1.2857142857142858,0.05970149253731343,0.24242424242424243,-0.5,0.42857142857142855,0.05970149253731343,0.24242424242424243
2023,2023-06-24,Japan,Argentina,3,2,25,25,31,22,15,18,22,33,25,12,95,87,5,3,-,87,14,27,128,5,26,19,50,3,21,94,118,28,4,58,90,37,22,66,21,1,103,125,2023-06-24_Argentina_Japan,1,2.7037037037037037,-0.19148936170212766,0.41379310344827586,-1.105263157894737,0.22727272727272727,-0.19148936170212766,0.41379310344827586
2023,2023-06-24,Argentina,Japan,2,3,18,22,33,25,12,25,25,31,22,15,78,67,7,4,-,67,7,41,115,7,32,15,54,4,20,86,110,28,3,66,97,20,28,56,32,1,84,117,2023-06-24_Argentina_Japan,0,1.4634146341463414,-0.18604651162790697,0.3787878787878788,-1.6666666666666667,-0.14285714285714285,-0.18604651162790697,0.3787878787878788
2023,2023-06-24,Brazil,Slovenia,3,1,23,25,26,25,0,25,21,24,21,0,76,66,6,4,-,66,11,46,123,6,28,15,49,4,23,71,98,13,1,62,76,38,18,59,32,0,91,123,2023-06-24_Brazil_Slovenia,1,1.1956521739130435,-0.2676056338028169,0.1935483870967742,-1.4666666666666666,0.3389830508474576,-0.2676056338028169,0.1935483870967742
2023,2023-06-24,Slovenia,Brazil,1,3,25,21,24,21,0,23,25,26,25,0,59,55,3,1,-,55,12,40,107,3,24,24,51,1,16,75,92,13,4,58,75,38,26,66,26,1,82,109,2023-06-24_Brazil_Slovenia,0,1.075,-0.2,0.15517241379310345,-0.875,0.18181818181818182,-0.2,0.15517241379310345
2023,2023-06-24,Canada,France,0,3,17,21,21,0,0,25,25,25,0,0,42,38,0,4,-,38,9,28,75,0,20,15,35,4,9,48,61,10,4,46,60,23,17,42,17,1,56,74,2023-06-24_Canada_France,0,1.0357142857142858,-0.10416666666666667,0.13043478260869565,-1.3333333333333333,0.14285714285714285,-0.10416666666666667,0.13043478260869565
2023,2023-06-24,France,Canada,3,0,25,25,25,0,0,17,21,21,0,0,60,51,5,4,-,51,3,27,81,5,16,13,34,4,13,56,73,13,4,35,52,27,11,42,16,1,61,78,2023-06-24_Canada_France,1,1.7777777777777777,-0.16071428571428573,0.2571428571428571,-0.8461538461538461,0.38095238095238093,-0.16071428571428573,0.2571428571428571
2023,2023-06-24,China,Germany,3,1,23,25,25,25,0,25,18,19,21,0,71,58,8,5,-,58,9,24,91,8,13,13,34,5,16,76,97,19,3,45,67,25,31,60,14,0,77,91,2023-06-24_China_Germany,1,2.0416666666666665,-0.14473684210526316,0.35555555555555557,-0.38461538461538464,-0.1,-0.14473684210526316,0.35555555555555557
2023,2023-06-24,Germany,China,1,3,25,18,19,21,0,23,25,25,25,0,62,55,4,3,-,55,17,29,101,4,20,9,33,3,17,64,84,34,5,42,81,20,32,55,29,0,73,102,2023-06-24_China_Germany,0,1.3103448275862069,-0.21875,0.6904761904761905,-1.7777777777777777,-0.21818181818181817,-0.21875,0.6904761904761905
2023,2023-06-24,Netherlands,Iran,3,2,16,25,21,25,15,25,16,25,17,10,80,52,17,11,-,52,22,39,113,17,19,13,49,11,16,74,101,16,7,62,85,27,9,43,23,2,87,112,2023-06-24_Iran_Netherlands,1,0.7692307692307693,-0.06756756756756757,0.14516129032258066,-0.15384615384615385,0.4186046511627907,-0.06756756756756757,0.14516129032258066
2023,2023-06-24,Iran,Netherlands,2,3,25,16,25,17,10,16,25,21,25,15,62,45,10,7,-,45,25,33,103,10,24,13,47,7,9,78,94,18,11,56,85,26,10,42,27,1,75,103,2023-06-24_Iran_Netherlands,0,0.6060606060606061,-0.02564102564102564,0.125,-1.0769230769230769,0.38095238095238093,-0.02564102564102564,0.125
2023,2023-06-24,Poland,United States,0,3,22,18,19,0,0,25,25,25,0,0,37,29,6,2,-,29,15,31,75,6,16,12,34,2,13,45,60,11,7,40,58,23,12,39,13,0,64,77,2023-06-24_Poland_United States,0,0.45161290322580644,-0.24444444444444444,0.1,-0.8333333333333334,0.28205128205128205,-0.24444444444444444,0.1
2023,2023-06-24,United States,Poland,3,0,25,25,25,0,0,22,18,19,0,0,53,38,8,7,-,38,10,26,74,8,16,18,42,7,16,51,74,6,2,39,47,29,7,39,16,1,57,74,2023-06-24_Poland_United States,1,1.0769230769230769,-0.17647058823529413,0.10256410256410256,-0.4444444444444444,0.5641025641025641,-0.17647058823529413,0.10256410256410256
2023,2023-06-25,Brazil,France,3,1,25,26,19,25,0,20,24,25,23,0,67,56,7,4,-,56,17,29,102,7,19,21,47,4,16,74,94,9,5,60,74,34,19,60,29,1,73,103,2023-06-25_Brazil_France,1,1.3448275862068966,-0.16216216216216217,0.06666666666666667,-0.5714285714285714,0.25,-0.16216216216216217,0.06666666666666667
2023,2023-06-25,France,Brazil,1,3,20,24,25,23,0,25,26,19,25,0,64,53,6,5,-,53,15,42,110,6,25,14,45,5,19,69,93,14,4,60,78,28,20,55,30,1,77,108,2023-06-25_Brazil_France,0,0.9047619047619048,-0.2028985507246377,0.16666666666666666,-1.3571428571428572,0.14545454545454545,-0.2028985507246377,0.16666666666666666
2023,2023-06-25,Bulgaria,Cuba,2,3,25,19,20,25,16,23,25,25,16,18,70,54,13,3,-,54,14,37,105,13,27,17,57,3,19,84,106,24,8,52,84,26,21,47,34,1,68,103,2023-06-25_Bulgaria_Cuba,0,1.0810810810810811,-0.19047619047619047,0.3076923076923077,-0.8235294117647058,0.10638297872340426,-0.19047619047619047,0.3076923076923077
2023,2023-06-25,Cuba,Bulgaria,3,2,23,25,25,16,18,25,19,20,25,16,78,62,8,8,-,62,24,28,114,8,23,13,44,8,22,76,106,20,3,64,87,29,21,54,29,0,89,118,2023-06-25_Bulgaria_Cuba,1,1.3571428571428572,-0.18421052631578946,0.265625,-1.1538461538461537,0.14814814814814814,-0.18421052631578946,0.265625
2023,2023-06-25,Italy,Poland,1,3,19,26,25,20,0,25,28,18,25,0,68,55,9,4,-,55,13,56,124,9,27,26,62,4,19,68,91,16,7,55,78,41,10,55,29,1,87,117,2023-06-25_Italy_Poland,0,0.75,-0.22058823529411764,0.16363636363636364,-0.6923076923076923,0.5636363636363636,-0.22058823529411764,0.16363636363636364
2023,2023-06-25,Poland,Italy,3,1,25,28,18,25,0,19,26,25,20,0,71,56,8,7,-,56,12,43,111,8,17,25,50,7,18,71,96,14,4,54,72,41,14,64,23,1,87,111,2023-06-25_Italy_Poland,1,1.0232558139534884,-0.15492957746478872,0.18518518518518517,-0.36,0.421875,-0.15492957746478872,0.18518518518518517
2023,2023-06-25,Netherlands,Serbia,2,3,25,21,25,33,9,22,25,21,35,15,83,58,11,14,-,58,24,41,123,11,33,14,58,14,16,85,115,23,6,70,99,30,10,45,32,2,90,124,2023-06-25_Netherlands_Serbia,0,0.8292682926829268,-0.023529411764705882,0.24285714285714285,-1.5714285714285714,0.4444444444444444,-0.023529411764705882,0.24285714285714285
2023,2023-06-25,Serbia,Netherlands,3,2,22,25,21,35,15,25,21,25,33,9,88,70,12,6,-,70,21,36,127,12,21,25,58,6,18,93,117,22,14,63,99,38,11,52,34,0,89,123,2023-06-25_Netherlands_Serbia,1,1.3611111111111112,-0.12903225806451613,0.12698412698412698,-0.36,0.5192307692307693,-0.12903225806451613,0.12698412698412698
2023,2023-07-04,Argentina,Serbia,3,1,19,25,25,25,0,25,16,19,18,0,68,47,16,5,-,47,12,39,98,16,23,16,55,5,15,73,93,20,5,40,65,34,15,52,40,0,60,100,2023-07-04_Argentina_Serbia,1,0.8974358974358975,-0.136986301369863,0.375,-0.4375,0.36538461538461536,-0.136986301369863,0.375
2023,2023-07-04,Serbia,Argentina,1,3,25,16,19,18,0,19,25,25,25,0,56,46,5,5,-,46,27,38,111,5,14,16,35,5,14,60,79,15,5,58,78,37,23,62,15,1,99,115,2023-07-04_Argentina_Serbia,0,0.5,-0.15,0.1724137931034483,-0.5625,0.22580645161290322,-0.15,0.1724137931034483
2023,2023-07-04,Brazil,Italy,1,3,25,20,15,21,0,23,25,25,25,0,66,59,4,3,-,59,16,49,124,4,18,28,50,3,17,62,82,15,13,58,86,38,19,62,27,1,96,124,2023-07-04_Brazil_Italy,0,0.8775510204081632,-0.22580645161290322,0.034482758620689655,-0.5,0.3064516129032258,-0.22580645161290322,0.034482758620689655
2023,2023-07-04,Italy,Brazil,3,1,23,25,25,25,0,25,20,15,21,0,70,50,7,13,-,50,5,43,98,7,24,31,62,13,14,73,100,7,3,55,65,32,18,56,16,0,81,97,2023-07-04_Brazil_Italy,1,1.0465116279069768,-0.0136986301369863,0.07272727272727272,-0.5483870967741935,0.25,-0.0136986301369863,0.07272727272727272
2023,2023-07-04,Japan,China,3,2,24,25,21,25,15,26,23,25,23,12,75,63,4,8,-,63,23,44,130,4,17,14,35,8,24,79,111,17,5,65,87,33,17,61,27,0,103,130,2023-07-04_China_Japan,1,0.9090909090909091,-0.20253164556962025,0.18461538461538463,-0.9285714285714286,0.26229508196721313,-0.20253164556962025,0.18461538461538463
2023,2023-07-04,China,Japan,2,3,26,23,25,23,12,24,25,21,25,15,76,54,17,5,-,54,12,40,106,17,17,22,56,5,23,82,110,14,8,65,87,29,11,49,23,2,84,109,2023-07-04_China_Japan,0,1.05,-0.21951219512195122,0.09230769230769231,0.0,0.3673469387755102,-0.21951219512195122,0.09230769230769231
2023,2023-07-04,Iran,France,0,3,18,22,19,0,0,25,25,25,0,0,37,30,6,1,-,30,12,27,69,6,12,15,33,1,17,43,61,11,6,41,58,20,19,45,19,0,49,68,2023-07-04_France_Iran,0,0.6666666666666666,-0.37209302325581395,0.12195121951219512,-0.4,0.022222222222222223,-0.37209302325581395,0.12195121951219512
2023,2023-07-04,France,Iran,3,0,25,25,25,0,0,18,22,19,0,0,51,39,6,6,-,39,12,27,78,6,12,10,28,6,16,52,74,6,1,37,44,27,12,46,18,0,59,77,2023-07-04_France_Iran,1,1.0,-0.19230769230769232,0.13513513513513514,-0.6,0.32608695652173914,-0.19230769230769232,0.13513513513513514
2023,2023-07-05,Germany,Bulgaria,3,0,25,25,25,0,0,22,18,22,0,0,50,43,3,4,-,43,7,28,78,3,19,15,37,4,8,61,73,7,1,40,48,25,9,39,20,1,57,78,2023-07-05_Bulgaria_Germany,1,1.2857142857142858,-0.06557377049180328,0.15,-1.0666666666666667,0.41025641025641024,-0.06557377049180328,0.15
2023,2023-07-05,Bulgaria,Germany,0,3,22,18,22,0,0,25,25,25,0,0,49,45,3,1,-,45,11,27,83,3,13,16,32,1,16,47,64,10,4,51,65,22,14,39,22,0,60,82,2023-07-05_Bulgaria_Germany,0,1.2592592592592593,-0.3191489361702128,0.11764705882352941,-0.625,0.20512820512820512,-0.3191489361702128,0.11764705882352941
2023,2023-07-05,Canada,Netherlands,1,3,22,22,25,18,0,25,25,17,25,0,58,47,6,5,-,47,12,37,96,6,28,22,56,5,11,72,88,8,6,57,71,27,13,44,25,0,68,93,2023-07-05_Canada_Netherlands,0,0.9459459459459459,-0.08333333333333333,0.03508771929824561,-1.0,0.3181818181818182,-0.08333333333333333,0.03508771929824561
2023,2023-07-05,Netherlands,Canada,3,1,25,25,17,25,0,22,22,25,18,0,75,62,7,6,-,62,12,39,113,7,20,10,37,6,20,65,91,13,5,59,77,29,8,45,21,0,90,111,2023-07-05_Canada_Netherlands,1,1.2820512820512822,-0.2153846153846154,0.13559322033898305,-1.3,0.4666666666666667,-0.2153846153846154,0.13559322033898305
2023,2023-07-05,United States,Cuba,3,0,27,25,25,0,0,25,17,15,0,0,53,38,7,8,-,38,4,24,66,7,10,12,29,8,21,47,76,14,2,26,42,18,3,24,25,0,38,63,2023-07-05_Cuba_United States,1,1.4166666666666667,-0.2765957446808511,0.46153846153846156,-0.25,0.625,-0.2765957446808511,0.46153846153846156
2023,2023-07-05,Cuba,United States,0,3,25,17,15,0,0,27,25,25,0,0,36,30,4,2,-,30,14,22,66,4,16,7,27,2,16,40,58,11,8,36,55,18,7,29,20,1,45,66,2023-07-05_Cuba_United States,0,0.7272727272727273,-0.35,0.08333333333333333,-1.7142857142857142,0.3793103448275862,-0.35,0.08333333333333333
2023,2023-07-05,Poland,Slovenia,3,2,29,21,25,25,15,31,25,20,20,13,109,66,9,6,-,66,16,63,145,9,27,35,71,6,22,86,114,23,5,66,94,45,27,79,30,0,113,143,2023-07-05_Poland_Slovenia,1,0.7936507936507936,-0.18604651162790697,0.2727272727272727,-0.5142857142857142,0.22784810126582278,-0.18604651162790697,0.2727272727272727
2023,2023-07-05,Slovenia,Poland,2,3,31,25,20,20,13,29,21,25,25,15,115,64,9,5,-,64,18,60,142,9,20,22,51,5,19,89,113,22,6,64,92,49,26,83,23,3,124,150,2023-07-05_Poland_Slovenia,0,0.7666666666666667,-0.15730337078651685,0.25,-0.5,0.27710843373493976,-0.15730337078651685,0.25
2023,2023-07-06,Argentina,Germany,3,0,25,25,25,0,0,23,18,17,0,0,56,38,11,7,-,38,13,29,80,11,12,12,35,7,13,53,73,10,2,35,47,28,10,41,25,1,52,78,2023-07-06_Argentina_Germany,1,0.8620689655172413,-0.11320754716981132,0.22857142857142856,-0.08333333333333333,0.43902439024390244,-0.11320754716981132,0.22857142857142856
2023,2023-07-06,Germany,Argentina,0,3,23,18,17,0,0,25,25,25,0,0,38,28,8,2,-,28,16,30,74,8,14,15,37,2,13,45,60,12,7,41,60,22,15,40,11,1,69,81,2023-07-06_Argentina_Germany,0,0.4,-0.24444444444444444,0.12195121951219512,-0.4,0.175,-0.24444444444444444,0.12195121951219512
2023,2023-07-06,Brazil,Netherlands,3,0,25,25,25,0,0,21,15,20,0,0,48,34,11,3,-,34,11,25,70,11,19,21,51,3,10,61,74,8,1,32,41,32,10,47,16,1,56,73,2023-07-06_Brazil_Netherlands,1,0.92,-0.11475409836065574,0.21875,-0.38095238095238093,0.46808510638297873,-0.11475409836065574,0.21875
2023,2023-07-06,Netherlands,Brazil,0,3,21,15,20,0,0,25,25,25,0,0,40,33,6,1,-,33,20,37,90,6,9,13,28,1,16,40,57,13,3,48,64,27,12,43,21,2,69,92,2023-07-06_Brazil_Netherlands,0,0.35135135135135137,-0.375,0.20833333333333334,-0.23076923076923078,0.3488372093023256,-0.375,0.20833333333333334
2023,2023-07-06,Bulgaria,Iran,3,2,21,25,22,25,15,25,21,25,22,11,75,59,12,4,-,59,23,47,129,12,16,15,43,4,25,79,108,20,6,58,84,28,9,46,24,1,103,128,2023-07-06_Bulgaria_Iran,1,0.7659574468085106,-0.26582278481012656,0.2413793103448276,-0.26666666666666666,0.41304347826086957,-0.26582278481012656,0.2413793103448276
2023,2023-07-06,Iran,Bulgaria,2,3,25,21,25,22,11,21,25,22,25,15,68,47,15,6,-,47,21,41,109,15,23,26,64,6,22,78,106,24,4,55,83,24,18,46,17,0,86,103,2023-07-06_Bulgaria_Iran,0,0.6341463414634146,-0.20512820512820512,0.36363636363636365,-0.3076923076923077,0.13043478260869565,-0.20512820512820512,0.36363636363636365
2023,2023-07-06,Canada,Italy,2,3,14,25,20,25,9,25,23,25,23,15,71,56,9,6,-,56,20,59,135,9,18,26,53,6,16,71,93,15,8,69,92,45,22,70,23,1,110,134,2023-07-06_Canada_Italy,0,0.6101694915254238,-0.14084507042253522,0.10144927536231885,-0.34615384615384615,0.32857142857142857,-0.14084507042253522,0.10144927536231885
2023,2023-07-06,Italy,Canada,3,2,25,23,25,23,15,14,25,20,25,9,85,65,12,8,-,65,11,58,134,12,23,25,60,8,19,84,111,16,6,55,77,46,18,68,33,0,91,124,2023-07-06_Canada_Italy,1,0.9310344827586207,-0.13095238095238096,0.18181818181818182,-0.44,0.4117647058823529,-0.13095238095238096,0.18181818181818182
2023,2023-07-06,China,Slovenia,1,3,21,20,26,23,0,25,25,24,25,0,65,53,7,5,-,53,14,54,121,7,18,24,49,5,14,72,91,19,6,59,84,36,19,62,20,2,96,118,2023-07-06_China_Slovenia,0,0.7222222222222222,-0.125,0.22033898305084745,-0.4583333333333333,0.27419354838709675,-0.125,0.22033898305084745
2023,2023-07-06,Slovenia,China,3,1,25,25,24,25,0,21,20,26,23,0,72,62,4,6,-,62,16,53,131,4,24,18,46,6,14,78,98,27,5,45,77,45,13,66,26,1,107,134,2023-07-06_China_Slovenia,1,0.8679245283018868,-0.10256410256410256,0.4888888888888889,-1.1111111111111112,0.48484848484848486,-0.10256410256410256,0.4888888888888889
2023,2023-07-06,Serbia,Cuba,3,2,19,25,25,22,15,25,23,21,25,11,66,45,14,7,-,45,24,35,104,14,21,17,52,7,19,79,105,14,8,57,79,30,11,45,32,1,72,105,2023-07-06_Cuba_Serbia,1,0.6,-0.1518987341772152,0.10526315789473684,-0.4117647058823529,0.4222222222222222,-0.1518987341772152,0.10526315789473684
2023,2023-07-06,Cuba,Serbia,2,3,25,23,21,25,11,19,25,25,22,15,75,53,14,8,-,53,22,39,114,14,21,19,54,8,26,72,106,12,7,67,86,23,14,40,23,3,84,110,2023-07-06_Cuba_Serbia,0,0.7948717948717948,-0.25,0.07462686567164178,-0.3684210526315789,0.225,-0.25,0.07462686567164178
2023,2023-07-07,United States,Argentina,2,3,18,25,25,41,12,25,23,23,43,15,85,72,7,6,-,72,23,56,151,7,31,28,66,6,27,90,123,29,4,73,106,39,11,60,38,1,111,150,2023-07-07_Argentina_United States,0,0.875,-0.23333333333333334,0.3424657534246575,-0.8571428571428571,0.4666666666666667,-0.23333333333333334,0.3424657534246575
2023,2023-07-07,Argentina,United States,3,2,25,23,23,43,15,18,25,25,41,12,90,73,13,4,-,73,17,59,149,13,23,33,69,4,23,102,129,25,6,65,96,36,20,72,40,2,102,144,2023-07-07_Argentina_United States,1,0.9491525423728814,-0.18627450980392157,0.2923076923076923,-0.30303030303030304,0.2222222222222222,-0.18627450980392157,0.2923076923076923
2023,2023-07-07,Poland,Brazil,3,1,25,22,25,25,0,23,25,21,21,0,63,53,7,3,-,53,10,35,98,7,23,17,47,3,23,70,96,8,4,57,69,28,11,41,19,1,75,95,2023-07-07_Brazil_Poland,1,1.2285714285714286,-0.2857142857142857,0.07017543859649122,-0.9411764705882353,0.4146341463414634,-0.2857142857142857,0.07017543859649122
2023,2023-07-07,Brazil,Poland,1,3,23,25,21,21,0,25,22,25,25,0,63,52,7,4,-,52,17,31,100,7,25,18,50,4,22,65,91,15,3,55,73,27,16,47,23,2,73,98,2023-07-07_Brazil_Poland,0,1.1290322580645162,-0.27692307692307694,0.21818181818181817,-1.0,0.23404255319148937,-0.27692307692307694,0.21818181818181817
2023,2023-07-07,Cuba,Germany,0,3,23,23,22,0,0,25,25,25,0,0,51,39,11,1,-,39,7,33,79,11,14,9,34,1,17,52,70,6,9,47,62,21,12,36,13,2,65,80,2023-07-07_Cuba_Germany,0,0.9696969696969697,-0.3076923076923077,-0.06382978723404255,-0.3333333333333333,0.25,-0.3076923076923077,-0.06382978723404255
2023,2023-07-07,Germany,Cuba,3,0,25,25,25,0,0,23,23,22,0,0,53,40,4,9,-,40,15,19,74,4,21,19,44,9,11,54,74,13,1,39,53,25,11,37,23,1,51,75,2023-07-07_Cuba_Germany,1,1.3157894736842106,-0.037037037037037035,0.3076923076923077,-0.8947368421052632,0.3783783783783784,-0.037037037037037035,0.3076923076923077
